"geo_value","time_value","cli","inperson_school_fulltime","inperson_school_parttime","tested_14d","tested_positive_14d","covid_vaccinated_or_accept","covid_vaccinated","others_masked","public_transit_1d","work_outside_home_1d","shop_1d","restaurant_1d","spent_time_1d","large_event_1d","worried_become_ill","vaccine_likely_friends","vaccine_likely_who","vaccine_likely_govt_health","vaccine_likely_politicians","confirmed_7dav_incidence_prop","wearing_mask"
"25027",2021-01-30,1.2535458,15.7027739,43.4471746,17.3780011,10.7978775,79.0440043,11.4014455,93.6215369,1.5746122,34.1572191,47.1678796,11.3354953,27.3617652,4.6673991,73.038194,33.7108902,37.0922777,30.3111322,10.7109981,47.0498325,95.458835
"26005",2021-01-30,1.7767126,NA,NA,10.8788959,NA,70.9151412,16.5179953,81.7271568,1.2638089,35.4416897,52.5108914,4.0109038,35.6477888,13.7979853,54.5490536,27.2999295,30.5156961,27.4698091,7.5554452,22.1023941,85.2402099
"26017",2021-01-30,0.3794138,NA,NA,4.9902406,NA,82.8929547,23.7662174,78.3166045,1.4811655,39.0320157,51.728943,8.316033,29.076602,7.1812247,58.1455335,NA,NA,NA,NA,15.7665105,92.3287196
"26021",2021-01-30,1.1376463,NA,NA,6.6665664,NA,64.8704448,15.9291383,86.5249426,0.8823081,34.9688838,61.6091743,15.6306632,36.0643763,12.2324985,65.2069502,28.965391,23.8352202,17.8488149,4.2884558,28.0066282,90.0855662
"26025",2021-01-30,1.2131719,NA,NA,10.6304957,NA,62.5940051,14.6101707,79.7309283,0.6537627,40.2094959,53.6954043,4.4556757,33.1865794,7.971845,57.29262,22.4919705,28.4089909,21.4977518,6.0562523,26.0945822,83.8095428
"26037",2021-01-30,0.9830887,NA,NA,12.5622504,NA,72.2498842,22.5066925,NA,1.2834867,30.8975665,42.2615842,4.7159225,26.6546441,5.3883668,NA,NA,NA,NA,NA,21.494937,NA
"26045",2021-01-30,0.2401845,NA,NA,8.9041281,NA,79.2250321,21.5942802,89.8729674,2.4418646,33.073954,55.7542702,2.4270898,35.2325622,9.6456527,68.3945471,28.5985314,35.3333168,33.1105113,8.5696554,29.9596906,95.3427042
"26049",2021-01-30,0.5305923,24.8758762,40.9057939,9.7587704,NA,71.9191187,13.1507683,84.5814273,3.0959373,30.1913452,51.2906146,3.9176205,28.0207452,5.299148,67.6045694,34.6350583,28.3863256,25.5275259,7.286989,12.2107965,93.8826926
"26065",2021-01-30,1.0566272,19.313644,16.941686,7.4590237,NA,78.8301223,18.8483077,90.2255222,2.9369054,31.8910058,45.8913285,4.1442433,24.9529358,3.6544832,74.4713611,35.513295,41.4617984,32.7001285,13.180204,23.2025063,94.9912453
"26073",2021-01-30,2.2431865,NA,NA,NA,NA,NA,NA,NA,8.8352157,31.5898973,40.9227184,6.2164295,27.1058959,10.8267658,NA,NA,NA,NA,NA,8.4270587,NA
"26075",2021-01-30,0.9632193,NA,NA,11.9535167,NA,70.3190848,23.5036982,76.713235,1.8736005,38.1011456,61.8155099,9.4489215,34.255818,14.0055467,66.5527402,26.1372275,20.8857799,20.4696407,6.7777701,20.6656713,90.0252834
"26077",2021-01-30,0.3594733,NA,NA,6.9747509,NA,84.2792756,23.3358672,92.7323267,0.7043799,33.72657,49.2991814,6.3291955,25.1951089,5.4681716,71.0249227,33.1429157,37.9229278,32.8467649,6.4959661,17.7773863,95.0813878
"26081",2021-01-30,0.5918228,62.3931174,34.4069755,9.8905719,NA,77.7303047,22.6019912,86.6212997,2.8824288,36.8228937,52.005851,6.3370572,33.6239763,8.571711,64.0964682,33.0925417,35.2824663,29.2235844,9.0489273,19.9958534,92.1028917
"26087",2021-01-30,1.2852599,NA,NA,4.7525603,NA,63.8944407,10.643792,NA,0.457401,38.1382485,55.640297,8.4586385,32.7225632,8.3363519,NA,NA,NA,NA,NA,12.7150763,NA
"26091",2021-01-30,1.6389349,NA,NA,15.9512204,NA,69.3149618,22.0453897,81.505356,3.3829729,32.3047226,50.2200055,7.3389435,35.3975747,7.9184889,61.7383528,NA,NA,NA,NA,35.0541002,82.7082032
"26093",2021-01-30,0.2492404,NA,NA,8.3830429,NA,79.8126201,14.1540545,95.2327281,0.3221536,34.239979,56.7015627,7.2875074,27.8553676,4.5463148,62.0558854,31.7793625,37.8238791,27.6194847,3.6463556,22.8767515,92.4572151
"26099",2021-01-30,0.9150469,22.4455811,46.5840926,9.0893024,NA,71.6043416,11.0938984,86.5580895,1.6886464,34.4236537,50.9476768,7.1552125,33.3518228,9.0107521,72.4611488,36.2480916,32.1375337,24.3561873,7.9589509,17.8491247,91.7228508
"26103",2021-01-30,0.2777042,NA,NA,17.5645954,NA,75.3361867,21.8570908,NA,8.7280331,42.437075,59.5597234,6.2676564,36.7486053,11.0400259,NA,NA,NA,NA,NA,8.4628438,NA
"26111",2021-01-30,0.7780462,NA,NA,8.8303763,NA,77.9153976,23.8566675,NA,0.5902998,34.4456415,49.0677798,5.7265786,31.385399,5.9296075,NA,NA,NA,NA,NA,19.346433,NA
"26115",2021-01-30,0.298668,NA,NA,11.6992471,NA,67.5229177,17.2399202,87.937748,1.6029192,40.7642058,52.1351507,14.4309674,35.3218379,15.1425851,66.1338816,26.7900106,29.7905535,22.770033,6.5435011,24.5736146,89.9902375
"26121",2021-01-30,0.4143346,NA,NA,8.8606598,NA,79.262619,22.0062576,87.6575658,1.3488531,36.059994,51.0668926,3.9286268,29.2708692,4.6874913,70.422305,35.585468,35.2147227,28.5061398,10.1083365,10.1053171,96.0806652
"26125",2021-01-30,0.6174846,25.3751449,28.8587977,8.5064093,7.3747679,81.1117176,17.0015274,92.598724,0.7319016,27.649797,49.3120975,4.4447272,31.3987646,4.2827275,69.153891,39.0345327,39.2384118,35.1855724,11.1381133,16.970183,96.5454926
"26139",2021-01-30,0.7267263,NA,NA,7.4042168,NA,80.1800524,21.2440776,89.3693515,2.5515815,40.6381495,55.491745,6.5225861,36.7458509,10.4386269,62.1815076,33.1998649,35.043055,33.43465,10.2114461,22.3521112,93.1951607
"26145",2021-01-30,0.1905405,NA,NA,10.4834348,NA,69.8325344,14.7018138,87.371162,2.5134921,29.8153239,46.5689338,7.2206625,28.9169915,9.8112601,66.2158053,41.2217897,30.5437457,29.3105141,10.1272749,19.9386642,93.0531878
"26147",2021-01-30,0,NA,NA,9.1736823,NA,69.3844097,10.7216071,79.2145636,1.404978,31.2731783,56.8211443,6.5018286,37.0095551,8.5527455,72.0301405,36.1743684,28.0471607,25.8718385,5.0787519,13.1832535,93.691045
"26155",2021-01-30,0.8354722,NA,NA,NA,NA,NA,NA,NA,3.7499934,28.6607269,54.9857663,5.428985,31.9010997,5.9054451,NA,NA,NA,NA,NA,20.2460742,NA
"26159",2021-01-30,1.5588331,NA,NA,NA,NA,NA,NA,NA,6.1190916,35.8567483,52.7567028,4.8974688,33.1325586,8.6165208,NA,NA,NA,NA,NA,19.8743938,NA
"26161",2021-01-30,0.1898284,16.4128423,20.3471383,15.9933244,NA,86.4314734,19.1180814,94.1772055,3.6741241,28.6064641,48.9819992,7.2156151,26.4780842,4.7473827,69.4473851,31.8465301,43.78148,34.7722672,11.1884201,30.8734497,96.8313475
"26163",2021-01-30,0.3804874,22.3994557,20.6958164,9.8036997,16.3182909,73.6853371,14.8387174,91.5624264,2.7065054,28.7172721,49.1075899,4.7911704,27.4648856,5.9637656,69.0824666,34.1039281,33.8208017,28.7599084,9.1965453,16.3816551,95.50437
"27003",2021-01-30,0.2452195,NA,NA,9.601982,NA,75.1410606,9.3435613,85.4983842,2.7429827,38.9249847,51.9794105,20.6461881,31.6001744,7.4505958,63.1150406,29.914771,35.8789328,37.256497,8.4255779,16.9084724,91.8025659
"27037",2021-01-30,0.2902176,29.819086,20.9797368,8.0182011,NA,86.4008601,8.0318326,93.7222379,1.0283404,27.1498085,56.0624899,12.6927202,26.6080868,5.8190936,67.8760075,37.2764645,43.6383434,39.8005174,11.383705,19.2546339,94.3962018
"27053",2021-01-30,0.409934,31.6248045,17.608466,10.7196901,NA,86.057099,11.5058208,92.1099321,4.3168761,30.1989791,50.7145497,11.330329,29.1985992,5.4809774,69.7085847,38.7898142,46.679066,43.208418,12.2147406,16.2295683,97.0206342
"27109",2021-01-30,0.6340938,NA,NA,7.7723223,NA,84.3508455,27.7101443,93.0951022,6.2639149,42.1557492,48.9529664,20.4193963,34.5347316,7.7348258,59.1414038,35.4340518,44.4458619,36.5153713,10.1738743,27.1727921,94.467564
"27123",2021-01-30,0.6542472,21.2969265,15.9496506,9.9999338,NA,85.5797696,11.9488916,93.1558154,4.2276896,31.2936845,45.8624501,13.1661953,30.1018722,4.0730617,70.0086083,38.2051213,47.2002253,45.0445573,11.7631174,16.2437512,94.6995172
"27137",2021-01-30,0.4128159,NA,NA,10.4026589,NA,83.2219209,18.3455328,88.3067771,3.0596125,34.048984,49.3885441,18.4347975,37.7022092,12.6061381,76.5608299,43.8949219,45.8654591,38.4914953,9.7848201,18.4203672,96.0265159
"27145",2021-01-30,1.0801536,NA,NA,14.0431085,NA,71.5546797,21.4061293,77.1176184,1.6908047,35.5895869,55.1336959,19.7565447,34.8882366,8.056082,53.0441149,32.6003561,33.6460321,30.5159217,8.0901482,16.1337817,86.84054
"27163",2021-01-30,0.1155622,NA,NA,10.1875436,NA,84.4590213,16.112052,89.9961379,2.5763857,34.1703208,50.9925184,14.9258526,30.3361794,8.8550122,63.8487989,35.9114914,37.4820202,35.828643,8.165796,20.6098803,93.9838075
"28033",2021-01-30,0.8724277,NA,NA,19.6783395,NA,57.9709485,13.5697726,70.8043385,1.4719853,37.4066603,51.9473758,18.046732,29.6534019,10.1602862,57.3615155,NA,NA,NA,NA,49.1682,82.8870929
"28047",2021-01-30,0.6381378,NA,NA,13.1826509,NA,70.1544588,20.4452193,55.0907567,1.2642075,33.7920792,55.0816889,20.688309,31.4187032,13.1377171,64.8059916,32.9007931,30.6136334,25.0173796,10.762994,65.4074591,87.5855013
"28049",2021-01-30,0.5308547,NA,NA,13.8863474,NA,69.5443934,18.3382681,78.7811781,1.5432367,28.1830368,51.3424241,13.192553,28.1123345,7.8095319,69.0228093,33.0094436,30.6515984,26.3295686,12.805397,44.6808484,93.2700426
"28059",2021-01-30,2.3380465,NA,NA,12.635811,NA,63.6216651,19.2663984,57.2700425,0.2414078,40.9993596,55.6651962,21.8441084,32.1156005,11.6892337,67.3010639,31.1371983,20.887038,21.2239743,4.8434785,58.5129951,86.115212
"28081",2021-01-30,2.1616114,NA,NA,9.8414766,NA,61.8867221,15.7557702,NA,1.1518906,33.3036162,54.6053841,29.5234489,49.2163948,14.8155758,NA,NA,NA,NA,NA,35.7702812,NA
"28089",2021-01-30,2.591007,NA,NA,13.962277,NA,78.9455109,21.2062367,84.8347334,2.0538116,32.6181482,55.4228669,21.2837258,34.1468833,11.3731706,66.186964,NA,NA,NA,NA,43.4435641,87.1675988
"28121",2021-01-30,1.2656791,NA,NA,5.1059562,NA,76.7507108,24.5666215,71.2799829,2.3194935,33.4759566,53.9184028,17.2520696,31.8032539,8.3492985,64.6071911,31.9608532,22.7145545,18.9504836,8.4033465,46.069654,88.4643378
"29019",2021-01-30,0.5739459,NA,NA,8.1325554,NA,84.207956,19.0205856,81.7393231,2.991533,37.7973381,49.363076,20.5328909,36.7329422,9.018173,72.8664352,39.1138647,46.8214098,35.9182613,8.4092798,24.2010341,93.8137389
"29047",2021-01-30,0.9093629,NA,NA,7.192765,NA,78.9122533,15.5249574,86.0940571,2.3008302,35.6172392,49.9431599,14.8651117,34.0550947,7.783872,69.674011,30.9449766,34.4603016,28.5883204,7.6481496,24.4102811,91.4899409
"29077",2021-01-30,1.0808425,52.8822796,30.3555886,9.8915678,NA,72.8819192,15.7216459,69.4412697,3.5225881,40.0131078,55.1291945,21.3853046,34.7558411,10.2950536,70.630611,37.2497184,36.4362,29.586206,8.0218622,24.8428677,89.5524908
"29095",2021-01-30,1.1149574,42.6437897,26.8457645,8.929948,NA,79.671531,12.3051296,88.8196844,2.8976523,35.5899496,48.0456245,15.8268301,33.72947,8.5218954,69.7776393,38.8965969,40.515068,35.8622635,10.9186381,35.1284604,94.9207641
"29097",2021-01-30,1.5840701,NA,NA,9.864341,NA,67.2130416,13.2346676,37.7732318,1.7794367,38.5599035,52.3899009,20.4134872,37.3615679,14.4051027,60.9387807,33.751868,27.6372163,19.7324137,8.392256,35.1130193,80.979968
"29099",2021-01-30,1.7894153,NA,NA,10.9360511,NA,70.3909394,8.3656696,62.2198642,1.2948874,38.4292088,53.9608068,18.0248851,36.5601492,9.9533965,71.7433684,31.3252444,38.0261053,25.9229172,8.148968,26.9895151,89.1784107
"29183",2021-01-30,1.3632179,NA,NA,7.034184,NA,76.6834685,7.6346788,75.6094838,2.8124116,37.398774,48.8592728,22.6229176,35.9684877,10.3702119,73.0595058,39.0535433,37.8857096,32.4081852,10.7843326,19.2373431,89.1622693
"29189",2021-01-30,0.0299271,44.1750798,32.3857782,8.2855068,NA,78.2747645,11.6986301,87.7549916,1.8133346,36.6074877,49.3558443,15.3535661,32.4979524,8.1115004,68.3640799,39.2058125,36.7896842,32.5587623,8.5168526,37.0070162,96.0534005
"29510",2021-01-30,0,NA,NA,11.7176753,NA,85.8125528,12.0515116,87.8794375,3.4851583,35.1275659,52.1471477,12.3180556,27.0211564,5.6711095,73.4377701,40.8189388,44.1854818,39.3225586,17.8539978,19.8222715,94.4813856
"30013",2021-01-30,1.1816437,NA,NA,12.1715571,NA,70.9749333,16.1825596,NA,5.2995259,36.4372443,64.5132551,25.6763779,42.3785162,23.5712479,NA,NA,NA,NA,NA,9.3076839,NA
"30029",2021-01-30,2.1099909,NA,NA,6.8102012,NA,66.6569063,9.6669855,52.8406834,1.0839532,35.8735777,52.3716633,22.8882951,47.5789502,14.4310061,59.267598,34.6218156,34.2065992,37.0729661,7.4705865,35.4946373,82.6949604
"30031",2021-01-30,0.2407766,NA,NA,11.1581786,NA,77.6462321,6.8167002,68.9767718,1.4279601,49.3700645,59.457554,22.0300433,42.9750675,16.9430297,62.1646054,36.1348017,48.6328754,45.2159525,12.5262041,34.9786337,86.1684746
"30049",2021-01-30,1.4842812,NA,NA,10.983203,NA,82.7994978,18.9794294,NA,1.6333202,26.9716693,49.6474826,15.3589064,34.4525011,4.2661016,73.8921121,NA,NA,NA,NA,38.8524887,NA
"30063",2021-01-30,0.4454034,NA,NA,7.6163693,NA,81.274664,15.9204372,82.6391871,3.3666354,37.3380888,55.5686713,19.9892227,37.1805576,15.3110007,71.8900416,34.6567966,38.4233856,37.4950173,8.22744,24.6649675,94.7804972
"30111",2021-01-30,0.8008741,NA,NA,8.5102859,NA,68.7237412,20.3027128,62.0477589,3.3489845,46.816078,58.5828187,26.0628819,47.4216376,14.052539,53.2990799,26.3533269,22.0270698,17.8321642,4.0404885,41.3697598,81.2049835
"31055",2021-01-30,0.2646416,45.3208775,41.6153715,11.0232757,NA,79.7407066,13.3029682,79.8646067,3.0960579,36.962307,47.2413452,15.1578825,32.0994856,10.3085252,66.5915408,33.2823817,41.735164,30.1025398,9.9647535,30.0970768,91.4110579
"31109",2021-01-30,0.9011374,NA,NA,16.719091,NA,86.6518656,14.0416563,85.6659989,1.4224174,38.2402284,48.7785002,13.9446465,29.1029603,7.4187695,67.6590282,38.9421955,40.8702275,34.4805327,8.7475575,28.3353011,90.6645984
"31153",2021-01-30,1.9172135,NA,NA,13.0464184,NA,80.8518604,10.3313079,86.388256,1.6066538,37.1529137,47.2539137,14.7183997,31.0596228,8.622638,60.24164,31.8435699,27.3702702,23.1783398,6.1313719,29.5765784,90.9192831
"32003",2021-01-30,0.9684757,7.977805,6.3840774,12.0880369,24.8753922,75.7320642,14.2290347,93.0335932,2.5309746,29.8535796,51.5365491,15.3341595,25.9622724,5.5925861,72.9060574,39.5825957,42.7320514,34.0537867,12.6228981,37.8984589,96.4478727
"32031",2021-01-30,0.4721239,38.6455788,40.937547,6.4056546,NA,79.4538583,18.5323714,91.7458064,2.5777235,35.336543,52.9515085,18.9499834,29.3133459,7.4885927,70.0994452,39.9465243,42.0204029,35.3434971,12.6311241,27.0393769,94.2013647
"33001",2021-01-30,0.8260126,NA,NA,NA,NA,NA,NA,NA,4.1184357,34.0488347,48.9739528,16.4919159,27.2719093,1.5501271,NA,NA,NA,NA,NA,43.1697756,NA
"33005",2021-01-30,0.1112595,NA,NA,11.7260684,NA,80.1713677,14.1501207,83.3147388,2.9230259,33.9939365,46.9517528,13.5109815,29.0290302,5.5694585,66.287429,NA,NA,NA,NA,26.4244859,91.1655737
"33009",2021-01-30,0.2935793,NA,NA,16.9030864,NA,82.7220196,13.5109024,93.0189479,1.1567201,41.6662692,60.3977618,11.5719882,21.3478391,4.3188297,67.1486613,34.0510677,46.1302337,29.2267663,6.4555341,26.4634859,96.130738
"33011",2021-01-30,1.1546901,30.2617655,45.6510231,12.5112522,NA,85.4844061,12.2018132,92.9635145,2.0099189,36.5370987,52.0253787,10.5050945,27.1771306,3.6210054,68.7366224,30.7563639,42.4944906,35.2139671,9.3816211,44.0101053,97.3062175
"33013",2021-01-30,0.496093,NA,NA,7.8203074,NA,83.4204435,19.6882723,92.5474627,0.4051466,40.1522257,59.406311,12.417067,31.7589973,4.0464812,71.6514091,33.7778048,36.1982939,30.3903986,6.7520093,30.888638,91.879852
"33015",2021-01-30,0.25491,NA,NA,13.6184144,NA,84.2796358,12.5844216,94.2173254,1.1155089,37.0718064,52.8550578,14.4223262,29.1528211,4.9600244,69.6326737,32.68052,39.9710828,35.945487,10.9946661,42.5395418,94.2548116
"33017",2021-01-30,0.857878,NA,NA,15.0765778,NA,78.951654,14.6048189,91.3188694,1.6477167,31.3473206,55.8286331,11.2410258,28.141649,5.5975845,69.3202825,30.1735756,35.2234812,29.5402191,9.174579,46.4848039,94.8984838
"34001",2021-01-30,0.5589447,NA,NA,15.8631575,NA,77.9116944,11.2620073,90.6252334,2.4282405,33.1107202,57.6034943,8.5033578,32.685413,6.5368263,74.8705121,38.4315538,38.0733259,32.7647345,11.8728941,68.2923914,93.7437275
"34003",2021-01-30,0.478567,22.6469852,38.9366461,18.0488046,11.3624458,86.088817,17.4070862,93.460068,4.5238086,26.5431277,48.1360928,8.6175064,23.6252722,3.3798178,78.9487838,41.2175662,49.2094556,44.9775589,12.4795727,50.2552068,97.8918032
"34005",2021-01-30,0,NA,NA,14.1773762,NA,83.7830815,19.0067098,93.2375524,0.7746474,35.3116564,46.4846725,13.8756032,26.5222298,6.5661603,70.5477851,35.9896972,41.7850805,36.9509949,8.5297875,50.9888771,95.2573086
"34007",2021-01-30,0.601225,NA,NA,12.8571111,NA,77.1274259,13.5889948,90.4590331,4.0297289,31.3645301,50.330805,6.9852199,21.5825522,2.6762969,78.4242604,38.1946646,35.3982388,30.8824308,11.0523709,50.3148129,97.249899
"34013",2021-01-30,0.8365309,10.4645659,17.3046307,22.9307467,17.5742654,76.853617,15.4456795,94.1528717,8.8009412,26.2535636,43.0379821,9.5413367,17.7684971,3.0652499,75.1903925,36.600382,43.172587,38.7211946,16.443094,60.2122921,96.9470534
"34015",2021-01-30,0.5717212,NA,NA,10.9798179,NA,81.1149923,19.2111694,92.5099558,5.1507893,34.0867184,53.6917638,9.237638,31.2352136,7.4530837,74.0408551,29.5766523,38.8075276,32.2319425,9.7905658,59.3360501,96.0031847
"34017",2021-01-30,0.1598598,NA,NA,29.2866684,9.3852722,85.2394643,13.0853425,91.7520537,13.7246166,24.0046418,45.1475074,9.2577499,18.2354853,2.7275117,80.0621379,44.4553415,52.3713878,47.7549772,18.9117399,60.5530555,97.0966322
"34021",2021-01-30,0,NA,NA,12.2916921,NA,79.646917,10.3029375,93.2837675,5.956662,23.4240333,47.9061373,10.6717508,20.9329073,4.9025583,74.3524912,30.9659576,41.1793665,44.3522057,14.2143403,44.9687689,97.8573517
"34023",2021-01-30,0.6081534,11.0407033,18.0530387,18.5265495,17.6945229,78.5856992,13.6003011,91.7011531,3.0488331,28.7871218,47.0028478,8.4577986,21.2586276,4.4239969,76.6048871,39.7810835,40.6506366,38.5286566,12.4022033,61.3805644,97.2951293
"34025",2021-01-30,0.6067939,NA,NA,14.340133,NA,81.2653027,17.5356225,93.0174543,3.224379,24.2967761,49.9395766,9.1672324,25.914563,3.6027507,71.5502012,36.0765624,40.4011671,34.9204205,4.8633924,67.8961907,95.1099417
"34027",2021-01-30,1.2525578,18.7041394,50.3180929,13.724239,NA,86.501424,16.3690475,92.9280182,2.64464,23.8179412,44.7807534,13.5141557,22.52316,5.0931523,71.6585995,37.0331831,43.1582486,36.707845,11.4888353,63.1543611,95.8214959
"34029",2021-01-30,0.8469087,NA,NA,17.022155,NA,72.6495838,14.6942568,91.426087,1.1018988,34.9293192,49.0418562,13.3745277,29.7260829,5.2182225,74.1886242,35.8695819,34.5204475,30.5467111,11.0530928,70.866085,94.3975079
"34031",2021-01-30,1.2942843,12.8167499,18.1828439,25.198569,NA,78.8762931,16.4401177,92.9975897,6.7964574,31.9569954,51.1228392,8.2643763,22.577963,4.7585564,81.0507667,41.2538563,39.6084509,35.0651568,15.8593702,48.9911422,97.3860546
"34035",2021-01-30,0.6873693,NA,NA,15.8463169,NA,84.6346435,18.3642632,88.9098285,2.3381444,31.5110847,42.9243974,7.7722611,20.3762075,4.0039426,65.9143464,40.8618583,44.2630219,39.3143193,12.5940588,40.9488153,94.4921305
"34037",2021-01-30,0.1965075,NA,NA,18.8211725,NA,82.2939556,24.670955,95.4239471,0.7561176,30.4043441,50.2588156,10.9697469,24.0546012,5.8505115,71.5847483,29.6312381,36.1307039,30.5521344,7.0688905,52.4482303,97.6211603
"34039",2021-01-30,0.3425891,13.8587566,27.3692166,22.2115503,NA,84.6395034,13.5525409,93.7005311,5.7916967,29.7713078,44.9108426,8.9314489,22.0336758,3.8854421,76.9853804,41.461131,47.0939926,44.6340763,13.5478481,46.9936658,97.0401874
"34041",2021-01-30,0.2156191,NA,NA,14.7983089,NA,73.5776316,19.3358584,91.7116999,1.1724126,29.5002766,59.4646969,9.6755751,29.4682582,4.2590498,63.4726101,NA,NA,NA,NA,47.8787289,89.4221319
"35001",2021-01-30,0.6249193,11.5397401,5.6782437,11.9517162,11.5715171,85.6075928,22.0387485,94.569427,2.7420069,28.9569393,48.6865908,6.9163901,27.8560916,3.9631523,69.3331427,39.9038501,42.3333307,37.7485014,12.5966724,31.5613302,96.4859198
"35013",2021-01-30,0.6680521,NA,NA,13.6589232,NA,80.454821,17.9324975,94.0147606,1.0930437,23.0535137,50.6644073,6.5947733,22.6559111,2.2311657,74.3563427,41.4214524,43.2323102,39.4913098,12.1764955,36.9310075,95.18823
"35035",2021-01-30,2.2142535,NA,NA,NA,NA,NA,NA,NA,3.0371226,40.0851438,58.9822801,8.4421248,42.5504604,15.6777881,NA,NA,NA,NA,NA,27.3241846,NA
"35043",2021-01-30,0.4071883,NA,NA,12.2216194,NA,84.9151738,21.5155689,91.8220505,0.6487294,27.9921761,48.0802698,5.2593394,28.8833194,6.9168741,70.9869646,40.7481802,48.1794526,39.488665,11.570397,27.8223362,92.9168329
"35045",2021-01-30,0.080775,NA,NA,13.988002,NA,65.3193201,16.8772347,70.5981059,1.9053904,35.1712272,48.8874095,7.0634417,29.1509595,7.9971662,60.6089901,30.4016936,27.5413249,25.6416081,7.7198046,41.2426551,89.6675118
"35049",2021-01-30,1.649107,NA,NA,16.8312517,NA,90.7883972,20.5180597,95.05952,1.6613847,25.1108857,49.0670628,6.793541,24.9543969,2.2743992,73.1084574,38.1156222,45.5947916,38.0463859,13.2498417,29.7098029,97.5927842
"35061",2021-01-30,0.3951558,NA,NA,15.9002424,NA,72.8680858,22.0396573,NA,2.9655607,32.4876195,49.0711847,5.5327391,34.2635156,5.4521678,NA,NA,NA,NA,NA,25.9659901,96.5872259
"36001",2021-01-30,0.4597651,NA,NA,17.2860894,NA,82.6374691,15.4801682,93.5895562,3.7570205,25.9464364,44.6949375,10.0219117,25.7789006,2.5477621,72.8963125,37.1181436,36.342805,32.4277316,9.6006356,57.9607053,97.3188412
"36005",2021-01-30,1.3287755,14.6928578,17.0873166,30.5812135,10.1101166,70.7281909,9.7097316,90.3378208,29.5244748,26.1122572,46.1466693,3.7870517,17.912547,3.9562674,74.4874129,37.5682367,42.672731,36.7376016,16.461276,81.1277005,96.7622714
"36007",2021-01-30,1.6648608,NA,NA,15.3891608,NA,75.3788732,19.3117789,92.1917618,3.4941457,35.0693582,50.9780257,10.8984111,30.3825802,2.5932204,75.0125846,37.6092058,30.5583867,29.6289165,10.7591659,63.8792102,95.5432598
"36009",2021-01-30,0.8027637,NA,NA,7.3437733,NA,NA,13.9530187,NA,1.3160312,36.8855638,45.0829316,19.2521378,32.4124494,7.3382035,NA,NA,NA,NA,NA,33.3307598,NA
"36011",2021-01-30,0.3915992,NA,NA,11.121819,NA,76.975728,23.4351365,NA,1.737073,46.9667709,52.9678057,14.3750097,27.8385081,10.2065848,NA,NA,NA,NA,NA,40.3981188,NA
"36013",2021-01-30,0.1704913,NA,NA,11.3718756,NA,71.70641,16.5092427,86.4648339,3.1037021,39.2987975,48.7249335,11.3823859,30.3340728,3.2196888,67.6652432,31.5081762,34.2371597,22.7467702,8.2171521,50.3273545,92.9493516
"36015",2021-01-30,0.3579603,NA,NA,10.6144623,NA,72.3464428,22.8703805,NA,3.8937493,26.9946232,39.8934875,12.0659625,34.5991123,5.4569211,NA,NA,NA,NA,NA,40.8054582,NA
"36019",2021-01-30,0,NA,NA,20.2459219,NA,75.6871327,21.4472455,94.0618865,1.2179714,32.7510157,48.1154612,6.4007696,30.6565174,3.065344,73.9375501,NA,NA,NA,NA,55.5111864,98.4885734
"36027",2021-01-30,1.3036359,NA,NA,15.539212,NA,80.9763,12.4457501,94.9216737,2.8455551,35.4883472,47.7890732,9.4551897,27.3468491,5.2138389,70.4415698,37.9591888,39.4423115,32.5067467,13.0098826,65.5122547,95.2431215
"36029",2021-01-30,0.7807459,21.4343095,59.3021929,14.5407411,8.0953292,79.0534297,18.111763,92.8002356,2.9821308,32.1681677,49.3240927,13.9768916,33.9643324,5.4678869,69.2217073,33.731545,35.7402839,30.3217602,9.4490199,44.8082892,95.5389457
"36045",2021-01-30,0.7996767,NA,NA,12.0796584,NA,76.0502997,25.4458137,95.7484284,1.9459182,32.0634153,46.4054843,14.1716897,27.4190705,5.7092165,80.781651,31.0575782,28.8636357,21.3917614,8.7577402,57.0926368,92.6813718
"36047",2021-01-30,0.8010772,23.5997178,26.6828002,26.4852819,8.7666921,74.8045766,10.3081279,87.0924786,23.5210173,24.3213071,41.5573599,5.8055189,18.8462636,3.2952537,72.3276033,33.9144356,41.4147747,35.5275535,14.5496783,64.4871318,96.4721216
"36053",2021-01-30,1.3422014,NA,NA,17.7005011,NA,72.0913081,19.9580796,NA,2.8525147,29.4531801,50.673968,6.5452579,27.3413066,3.420567,58.9163428,NA,NA,NA,NA,34.4585747,NA
"36055",2021-01-30,0.7401584,13.3420567,57.0266473,13.2975098,16.367586,83.9536796,17.3361087,93.1597953,2.3934936,29.0114659,47.8822632,11.5885298,27.4642912,5.9794285,71.2953239,36.6884147,40.6537894,37.2453481,8.0286875,38.852361,96.0617317
"36059",2021-01-30,0.5559727,42.9001934,42.9625382,18.6569573,16.8081491,83.7161576,20.9500321,95.5951594,3.652094,30.8207064,51.3335811,10.855361,24.8127806,5.4181879,71.117512,38.8113221,43.2967903,34.9297029,9.7253687,82.5639173,95.5296454
"36061",2021-01-30,0.5335005,22.5940489,19.9355968,28.6617696,4.4940563,87.5928219,18.4343005,94.859391,28.5868493,20.6231019,51.3632866,7.4301838,21.961502,2.6846509,75.7685928,40.6223575,49.0908947,46.4330779,18.0819372,51.6309798,98.6407923
