"geo_value","time_value","cli","inperson_school_fulltime","inperson_school_parttime","tested_14d","tested_positive_14d","covid_vaccinated_or_accept","covid_vaccinated","others_masked","public_transit_1d","work_outside_home_1d","shop_1d","restaurant_1d","spent_time_1d","large_event_1d","worried_become_ill","vaccine_likely_friends","vaccine_likely_who","vaccine_likely_govt_health","vaccine_likely_politicians","confirmed_7dav_incidence_prop","wearing_mask"
"01103",2021-03-02,1.5982892,NA,NA,10.2169425,NA,60.3552807,19.3001949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5428638,NA
"01117",2021-03-02,0.6586978,NA,NA,7.1869723,NA,70.0435401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7419864,NA
"01125",2021-03-02,1.4866728,NA,NA,17.1556566,NA,78.2734617,42.1514861,64.7432587,0.8957667,41.11858,62.2592059,30.4965869,45.1190381,19.866877,59.1961761,NA,NA,NA,NA,20.3347644,86.0510905
"02020",2021-03-02,0.2637937,NA,NA,23.6007117,NA,77.8576125,48.0097313,89.5818142,4.3330381,38.8440043,58.4566568,17.8080031,36.2237676,15.885879,53.4325096,20.4716252,25.5824869,24.9631263,5.207342,15.2761779,91.8052882
"02090",2021-03-02,0.2803573,NA,NA,14.7675138,NA,78.8892136,38.8183379,72.1769244,2.4687584,NA,NA,NA,NA,NA,52.7636788,NA,NA,NA,NA,16.2794206,87.5213679
"02170",2021-03-02,1.0495911,NA,NA,17.0297763,NA,74.5032937,49.7216387,NA,1.3747508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.793076,NA
"04003",2021-03-02,0.9050783,NA,NA,10.3367709,NA,67.3562033,28.8443424,72.1871884,4.3905601,31.7333003,56.9864967,20.1227599,43.6195363,11.3604109,70.138276,NA,NA,NA,NA,18.4946478,84.0702318
"04013",2021-03-02,0.7192648,46.1886455,13.6806511,8.434734,10.0697991,76.881032,32.8982706,86.0172931,4.5633803,36.4142614,62.8203114,25.0209281,42.0221575,13.1922724,62.2518205,30.3218183,32.3104695,25.4505615,8.6140393,15.5177737,92.4340384
"04015",2021-03-02,0.1321534,NA,NA,6.6565889,NA,59.9402185,14.9245656,47.6131907,2.2946911,40.3393464,61.1441578,30.3810968,48.0815404,10.0523641,58.9123134,23.8740039,22.0807294,14.834742,3.9390076,18.4814679,76.1117901
"04019",2021-03-02,1.0912814,18.0934681,25.4513873,10.8547723,16.6082435,83.384948,37.5652338,88.0416699,4.6359399,31.9838782,60.1704241,19.1265569,35.2179299,9.6853364,64.9800796,32.7822433,34.372492,32.016359,9.8868463,14.1891232,93.4023695
"04021",2021-03-02,0.6869752,NA,NA,8.0647626,NA,74.0311361,33.683304,82.2147999,3.3588193,31.6463587,61.5047114,23.1096825,38.8356475,12.948425,61.6880719,28.2287951,26.8023447,28.2891633,5.4399586,16.8756514,89.5469583
"04025",2021-03-02,0.639628,NA,NA,7.2465151,NA,69.9605801,36.543736,52.1530012,1.2679777,38.7827706,59.8984246,25.0193213,43.956263,10.4106131,54.2011027,NA,NA,NA,NA,7.849751,82.0059058
"04027",2021-03-02,0,NA,NA,9.6576225,NA,78.4859893,30.7719233,86.9236657,1.9075328,30.6176661,61.7626105,24.1972935,44.1298798,12.0711497,65.0891353,NA,NA,NA,NA,7.2142123,93.17749
"05007",2021-03-02,0.3061228,NA,NA,6.5703926,NA,73.794538,26.7049875,77.7976421,2.2989428,33.7978841,57.5366142,28.1559746,41.7294393,11.4215513,57.3069409,33.1557209,24.2788761,23.7312911,5.0151223,19.8375596,85.1547937
"05045",2021-03-02,1.3396434,NA,NA,6.719543,NA,80.7955189,30.6891229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.260391,NA
"05119",2021-03-02,0.899943,NA,NA,8.5050701,NA,79.7024053,36.2490099,85.3217709,2.811059,39.5557351,59.7799282,19.5658919,43.4209951,13.2191095,60.9486463,36.8156038,31.6490377,24.1674347,13.5077714,22.7565198,97.557747
"05125",2021-03-02,1.1726303,NA,NA,5.2314482,NA,73.8867797,41.9014376,NA,4.6775955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4008039,NA
"05131",2021-03-02,0.569829,NA,NA,1.9179176,NA,72.9844146,34.9721166,72.5271541,2.6919177,43.0390697,57.801857,19.3045965,46.3172608,17.9585144,59.770033,NA,NA,NA,NA,16.4589701,83.3893339
"05143",2021-03-02,0.5798708,NA,NA,10.5655745,NA,79.3062837,28.8500212,79.0404394,3.9908207,42.5578534,52.902803,22.4425091,40.8871218,12.4007323,62.8719438,34.1249237,36.9670372,27.4410708,9.1508224,15.8001823,89.4917149
"06001",2021-03-02,0.251527,7.3064798,5.9914819,11.9696891,4.1199061,87.5103623,33.8270211,94.1564712,5.6408342,32.4101475,53.5479257,11.1353705,26.8383196,3.9252681,64.9297194,39.1433149,47.9358851,40.4461796,11.3484569,8.3703863,98.0918598
"06007",2021-03-02,0.6167384,NA,NA,5.3676558,NA,75.3559104,41.6440817,78.2852712,2.4017409,42.618575,64.4111704,24.0729478,45.4176394,16.0401481,63.1166899,23.7234738,27.8047422,25.5318352,4.7580073,9.1995208,91.0117261
"06013",2021-03-02,1.2987233,8.7446123,14.7685858,10.8695234,NA,89.5490415,39.6091293,91.5147107,2.9474511,30.4552692,55.3589175,14.9270349,31.0959693,4.8702608,67.8603172,39.9572998,47.6756869,43.1014326,15.4779688,11.8517328,96.0911718
"06017",2021-03-02,0,NA,NA,8.0229632,NA,87.3011412,34.5330428,80.0419648,2.8699413,25.989845,53.8575809,19.2514205,31.27057,6.0313337,56.2978716,NA,NA,NA,NA,11.033155,96.9155681
"06019",2021-03-02,1.5822851,6.8233482,30.9511763,8.6789104,NA,74.0772318,29.604862,84.7915409,2.3789806,38.7781631,62.025876,15.2710086,35.4472352,10.1786499,72.1031847,37.5766575,34.4484752,29.6173151,10.3838696,16.6989561,92.5725237
"06023",2021-03-02,0.6716495,NA,NA,7.7831371,NA,82.1560341,35.0919135,89.0952018,3.0546556,34.6014286,55.2534999,6.3730935,39.3094289,8.7045737,66.1885593,44.6189151,42.9410112,33.9865609,13.114817,8.0436985,91.6051731
"06029",2021-03-02,1.1726773,9.5932674,20.4250673,9.628606,NA,71.8402151,23.2318882,80.498577,3.3523592,34.3369873,56.1166686,12.7280078,31.5829081,9.2728532,67.6129314,28.5469454,31.9753673,29.1428263,8.653752,23.535811,92.1733153
"06031",2021-03-02,0.9877899,NA,NA,8.5020602,NA,59.5204803,25.4603488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0277421,NA
"06037",2021-03-02,0.7717743,12.0002136,10.0040324,13.0726678,8.1687943,84.46049,25.8940875,89.8920938,6.3726488,35.6692254,59.0028915,13.7612621,28.0769576,6.088222,71.7404297,40.5832793,46.810335,40.6377687,16.6950769,15.5701066,95.9497364
"06039",2021-03-02,0.3449508,NA,NA,6.6435949,NA,70.790465,27.0161169,79.4482516,2.7345007,23.559686,56.1584864,13.5495855,37.5826313,9.2806849,61.4292254,NA,NA,NA,NA,17.8389191,91.8131926
"06041",2021-03-02,0,NA,NA,10.2272163,NA,89.6553709,33.674943,95.0242378,3.8757839,28.8975926,56.6380487,14.3380166,28.5683175,5.8190986,67.7757452,43.5526833,45.3908993,45.44404,6.3277129,9.770591,97.6283001
"06045",2021-03-02,0.5805946,NA,NA,12.0784884,NA,80.9913024,41.0960072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81789,NA
"06047",2021-03-02,0.758732,NA,NA,11.1824618,NA,75.2351155,24.6176436,81.3092846,2.9612212,42.3645708,66.1043647,9.1060388,34.3603965,12.1305481,69.9682573,39.3028423,39.7764822,30.9257319,14.3254266,21.2813414,97.1171248
"06053",2021-03-02,0.6527191,NA,NA,13.3879384,NA,85.7308912,30.7186102,93.1344509,1.3269489,40.4545209,64.5100796,15.6968006,33.889835,9.665885,72.1533469,45.6113656,54.3722411,52.035645,17.438051,9.7800581,96.615764
"06055",2021-03-02,0,NA,NA,8.836882,NA,91.9626641,38.5259942,91.9214373,1.3990898,42.5614087,59.3004123,21.7681374,37.0024108,3.7911024,71.4617397,NA,NA,NA,NA,11.8728034,96.3015084
"06059",2021-03-02,0.4710666,18.5642652,35.7209747,10.3044432,10.9395772,87.8046596,28.8032313,86.8250552,1.923973,36.9493742,60.074514,18.6669825,32.8543965,9.3477418,69.4115318,40.6437164,49.0995694,39.9422342,11.9209008,7.8987734,93.8723856
"06061",2021-03-02,0,NA,NA,4.310858,NA,77.8456288,38.5324702,80.5480491,4.6106935,36.1388394,50.7354494,22.6343002,43.4075715,13.9508307,61.8317964,28.2462827,36.6327039,24.7683837,7.7742938,8.721394,88.3875555
"06065",2021-03-02,0.8025365,10.5196857,9.0393005,8.1692811,NA,80.9232774,38.8779276,90.4694732,2.2448107,33.9546151,60.7171416,15.4120514,31.01209,7.8901278,64.2742627,32.9652629,36.4677432,29.4121508,8.4653928,8.53979,96.9972069
"06067",2021-03-02,0.1977805,12.4927974,10.1679395,9.4690543,NA,80.8410157,30.2974383,84.3165548,2.2886982,34.6032042,58.2753102,16.8808434,33.7891453,8.8553475,66.24898,35.2001823,42.2484836,38.144065,9.6061152,10.0879401,91.1911644
"06071",2021-03-02,0.9077893,6.0007234,5.6383311,12.1275557,NA,74.7621413,26.7873378,89.5802596,2.925017,37.1314814,61.6930008,15.1012386,33.439472,10.6859445,64.1359807,34.680333,42.9453578,30.6360511,12.8051491,10.962994,93.3084824
"06073",2021-03-02,0.4279109,14.9423025,19.7239224,11.1457061,9.8782602,83.4865478,32.341105,86.895786,4.7242392,37.1282682,60.7504903,17.8044406,36.5392143,8.7700591,67.93972,37.9611742,40.1989456,33.4552386,10.9344024,14.5711047,93.7356543
"06075",2021-03-02,0.6903509,19.0023723,28.9572971,14.7093909,5.2111011,90.8285886,32.7538989,91.6266863,17.5441482,29.1104727,58.3544411,16.4917584,27.8959766,4.5978331,67.3508967,39.0933419,51.1663983,44.5506089,12.6565885,6.9070769,96.3311239
"06077",2021-03-02,1.6103003,16.9834645,19.8519491,12.0880438,NA,79.219329,28.5798772,89.2034387,3.2003439,41.9879841,63.8222434,11.6755482,37.0054222,10.4885914,68.1316646,33.6455644,32.6337797,28.6898098,11.8594264,12.5749451,94.4265653
"06079",2021-03-02,0.2831305,NA,NA,12.27955,NA,82.8900914,39.3999141,84.3864021,3.1728258,34.6193397,57.5046927,14.9322515,40.3441563,5.6883584,62.3718365,31.3721016,39.3092122,34.7937379,9.9034769,11.691804,93.1011783
"06081",2021-03-02,0.0865152,12.5475354,16.2673547,19.5286398,1.3887084,92.7555547,36.8133914,95.7748315,2.7260368,33.1007262,51.8625217,12.4264806,26.9299761,3.4376478,69.2228405,43.7471993,47.8711615,44.4118132,12.3991378,9.1933997,98.7559643
"06083",2021-03-02,0.6018184,NA,NA,14.0729501,NA,82.4206549,34.1633406,88.6844564,3.3765982,39.3242584,57.2821287,17.111602,32.1467096,8.2285307,67.5313144,30.3342454,35.5609995,37.4558004,11.0323841,15.7064935,93.0434358
"06085",2021-03-02,0.6650083,13.374767,13.3111287,13.705976,6.3393107,88.3825357,26.3521302,91.9309646,3.1619307,33.0901686,57.1871061,12.0361528,31.380638,5.5510478,70.3415387,36.2284885,50.490077,39.4144241,10.5027762,10.472118,97.2125798
"06087",2021-03-02,1.2662608,NA,NA,11.3783728,NA,87.7217055,37.539034,92.4398892,2.5213069,28.5138105,61.6510229,13.7020967,24.250593,5.8917032,64.0877898,36.5910311,48.2729098,35.3531696,8.1211207,9.7910795,97.1279284
"06089",2021-03-02,0,NA,NA,6.9994843,NA,66.6980533,40.52018,65.4249636,2.2471614,34.1049919,62.7327118,19.1246964,43.5920529,10.3396535,62.3326105,20.9121515,12.7610556,8.0703786,1.8451203,11.2512957,81.892751
"06095",2021-03-02,0,NA,NA,10.8612521,NA,87.2233023,42.8032276,92.7981898,4.7971676,33.7100991,62.2820876,16.3612013,31.9742837,9.0235779,66.1714284,38.4034645,40.2984593,37.6940797,9.4374106,9.4612671,96.2303324
"06097",2021-03-02,1.6271994,11.4417224,12.0736661,9.4593385,NA,88.1580421,43.3275774,94.117367,4.2884019,30.5978443,58.289908,13.8849835,34.1650437,5.3580314,61.4190467,38.4101232,46.8920368,37.410102,8.7110111,11.6077863,95.7347
"06099",2021-03-02,1.2716365,18.854022,28.5019955,11.8881356,NA,73.5853125,27.0359269,82.0579424,3.0434583,40.3216273,57.4848781,13.9178985,34.5771501,10.7131149,64.5607688,38.6048508,38.6891613,30.1714068,11.3074395,17.6857071,89.0893701
"06107",2021-03-02,1.8284348,8.2178461,31.4563451,4.7221494,NA,76.9737698,34.3531021,86.4518274,3.1679968,39.2655117,63.9538807,20.397483,38.635366,16.5324258,67.5324435,30.8755015,24.1863156,28.0827575,7.8749552,18.1665224,92.5139707
"06111",2021-03-02,0.557582,10.6475818,18.4658605,15.2198212,7.6717041,87.274534,29.7740686,91.0004016,1.5335676,29.833384,58.7711313,15.4054014,29.0961793,5.5456201,68.7475058,34.6914046,41.2720614,33.6697766,10.5288873,15.043188,95.0505652
"06113",2021-03-02,0.1956066,NA,NA,17.6623457,NA,83.20102,38.7076341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1021627,NA
"08001",2021-03-02,0.316842,NA,NA,11.7226676,NA,80.5140123,21.3586831,88.0848016,7.6920374,41.445008,61.8529166,26.2604581,36.2104816,13.0712108,56.7765963,29.535668,34.7993879,24.6262684,7.1527081,17.3390661,94.9978533
"08005",2021-03-02,1.2382927,NA,NA,10.1927258,NA,83.6389306,24.63818,91.181799,7.6345376,40.4395633,61.2929016,23.9150865,37.4269723,9.6759197,61.2883182,34.6469781,40.108688,30.4460283,9.2667904,14.6670132,94.6705826
"08013",2021-03-02,0.1657284,NA,NA,11.1941704,NA,89.1090501,30.3915385,94.1341559,4.2322386,31.6475497,52.0626754,18.1099403,34.1948926,6.7061093,67.4498491,32.7965082,43.3693409,37.5730426,11.4700464,15.1951994,96.4738207
"08031",2021-03-02,1.082806,NA,NA,10.0798013,NA,84.7517705,27.2290453,89.8579703,5.8959111,29.4931537,51.2681068,16.8539743,39.7748255,12.6516608,65.8552724,39.5893976,42.6988199,37.9086603,10.9082026,17.1691625,96.4701504
"08035",2021-03-02,1.4341449,NA,NA,4.0761345,NA,89.1935154,31.4160349,82.9684981,4.1327237,40.8473636,60.0709541,34.7517782,38.6445741,13.8253423,50.4615667,26.7496403,38.362365,33.1097847,9.6412906,21.1464211,90.8601805
"08041",2021-03-02,1.3266962,47.291447,43.5523989,10.3922379,NA,74.0294681,31.2194888,85.447331,4.2481833,38.1505459,60.3365489,21.8267492,35.9369789,11.9718566,60.3301278,26.4869801,29.525801,25.7114011,4.6800159,20.0660237,88.6351586
"08059",2021-03-02,0.1809678,41.8972879,42.6075297,7.0024144,NA,83.9065368,25.9157093,91.2663421,3.8982309,38.2279876,60.4108821,26.2870782,41.2143892,9.3333743,61.7615062,29.376583,38.8714188,27.1136232,5.5138378,15.0135404,94.405639
"08069",2021-03-02,0.1136636,NA,NA,7.2958579,NA,86.3489253,32.5735114,92.3994617,3.2742898,35.8081641,62.4777412,23.6963585,39.50002,10.6715245,64.2257424,30.6679255,35.601209,31.0155261,6.4058695,19.738438,94.1703781
"08077",2021-03-02,0.9895106,NA,NA,11.4877111,NA,72.3560338,37.2413254,63.9210507,7.868684,38.7510434,62.5772396,32.2384607,45.4117811,17.7715934,50.5593697,28.0964341,28.8159476,22.1496712,3.9164574,12.1187528,83.4104791
"08101",2021-03-02,0.6842248,NA,NA,8.3243202,NA,76.1907418,40.0433325,89.4719904,2.1681889,32.6727099,52.2859082,24.9209007,40.7665563,10.3838573,69.6852567,30.6549118,29.8225044,24.0501373,10.9023724,12.5340586,92.9183973
"08123",2021-03-02,0.4554156,NA,NA,8.1819041,NA,80.3974771,26.1438925,79.8085382,2.6064863,45.2386466,60.3764252,24.1939055,41.4194664,14.2375597,63.3417562,30.2664953,39.5165937,28.3609961,8.0845278,18.2644027,86.8271131
"09001",2021-03-02,0.8635385,43.2308473,44.9358545,18.1251931,11.0092515,86.0382024,26.1974891,92.965882,5.2266024,37.746244,59.1746665,14.6410078,33.6775913,9.5531437,67.8763105,39.6504385,40.1242112,34.6693652,10.5159084,29.4680204,95.5809326
"09003",2021-03-02,0.7293065,43.2119502,30.0915852,15.4004074,9.5030023,86.1855234,33.9209976,94.3675905,3.5381992,34.8302983,58.8744895,13.3361997,30.8457356,6.7660094,68.1863917,37.3077698,37.1555065,30.0162438,9.6744239,19.760363,95.8824698
"09005",2021-03-02,0,NA,NA,20.4217127,NA,77.1931744,38.2447234,94.6235836,1.8505426,49.0184034,67.2760104,19.5566115,43.2168242,8.2546218,61.1263656,31.7497274,28.2540742,26.465468,8.7886979,19.7252778,94.8001122
"09007",2021-03-02,0.4707598,NA,NA,17.2515489,NA,87.7800517,37.7568925,93.1611595,2.2381446,42.0854605,61.5785983,21.0320688,37.4272187,10.1033274,72.0917102,36.1386376,40.2119425,29.285227,12.7622952,22.0042612,95.1627668
"09009",2021-03-02,1.1227311,39.2710129,38.6747392,16.3688469,20.3122356,86.3127845,33.351118,95.2294308,2.990771,37.7734546,55.4185551,14.5689676,30.1057156,7.4460237,66.686633,35.889165,36.9966065,28.7777438,8.1431461,33.7545752,96.6944971
"09011",2021-03-02,0.3029204,NA,NA,14.2329394,NA,86.1537955,38.0773652,96.9531983,0.2931179,36.70618,60.3813862,13.3106082,30.714837,5.7119733,62.8406877,37.0848684,36.1063937,32.5887217,10.6801639,22.3720521,97.6001129
"09013",2021-03-02,0.2388546,NA,NA,5.7760694,NA,91.3992531,37.4771984,91.3693643,2.5878708,33.0669,57.5399753,8.9926283,24.0616085,1.6107013,67.5237364,NA,NA,NA,NA,16.5054069,95.3894104
"09015",2021-03-02,0,NA,NA,14.9220377,NA,87.8919736,33.7994347,90.7274247,4.9261443,42.3226214,70.3098819,20.8635338,37.1607715,11.6284168,74.2556182,NA,NA,NA,NA,17.0389075,93.413721
"10001",2021-03-02,0.2266996,NA,NA,13.1128135,NA,71.4143709,28.3310864,94.5311299,1.5926602,43.2549507,59.1778258,20.920456,39.5670833,9.8410302,70.9004075,37.7041386,27.1189464,18.4190788,6.2229427,22.5592979,95.1156445
"10003",2021-03-02,0.3144682,31.1174749,34.8005298,17.8323285,NA,81.1799153,27.1135416,94.3743004,2.9483324,33.568677,56.1005262,16.157696,34.8260234,7.2651828,67.8018209,36.1726627,38.0669109,27.0979413,11.4967367,33.6834221,96.2737053
"10005",2021-03-02,0.497916,NA,NA,11.141893,NA,82.562875,36.7993113,93.3786503,3.0857692,36.937698,69.7433382,21.5816467,40.83537,12.6492079,67.3094817,29.8809987,38.5334184,23.7736087,7.5593796,20.4558824,93.8233258
"11001",2021-03-02,0.7161143,NA,NA,19.3024247,NA,90.558053,26.49654,94.4617155,16.8323728,22.5706443,46.2100709,14.0226879,30.4338194,4.4352719,67.8806691,45.6453223,54.8907274,50.4179684,17.6728008,18.4980616,98.9672376
"12001",2021-03-02,0.5041594,NA,NA,15.6273097,NA,82.8184345,40.3601361,73.0986533,4.6786756,39.4210205,63.5031695,21.5080977,36.5922422,18.0211482,66.9423568,30.7621899,39.5945605,28.3722971,6.6155533,11.324575,93.2589739
"12005",2021-03-02,0.094015,NA,NA,7.1554034,NA,71.0148265,28.2276884,37.4345346,1.3632925,44.9250568,66.0898568,32.4451759,43.5426019,22.2598253,63.1456866,29.7680428,24.7630374,19.4873312,8.4026706,33.4374536,73.1077177
"12009",2021-03-02,0.5432574,NA,NA,9.6061233,NA,76.7461824,23.5497348,62.898634,3.7958183,37.2399311,67.509624,29.6531479,44.9290709,17.8981938,63.0831997,33.2964924,31.1839831,26.3467874,4.1126385,22.8680745,85.926294
"12011",2021-03-02,1.1158167,39.7735231,12.3268524,14.7832271,13.0351115,78.5866326,26.3983422,82.416945,5.1174781,35.0867965,60.6778998,24.7206804,36.1853398,11.7682298,68.9861164,34.9421131,35.3472214,32.7975422,9.6133509,36.8359059,92.9532331
"12015",2021-03-02,0.2816618,NA,NA,7.0425668,NA,71.1370682,30.4817225,62.0145794,1.7743981,32.0162367,67.0552843,31.3629952,44.4297529,20.1287922,57.2330685,25.1432251,24.0734323,18.246806,1.8303495,11.5922719,82.43019
"12017",2021-03-02,0.2800629,NA,NA,8.8958444,NA,62.6751996,30.5648951,44.9534493,2.2962251,24.6688146,67.5906658,33.2291275,44.5899624,19.0945281,57.1241852,21.652294,19.8200662,17.3610045,7.8825268,17.2724472,74.4089858
"12019",2021-03-02,0,NA,NA,5.8982819,NA,70.7364338,32.6935118,53.2255107,7.425857,37.4428394,72.9533818,37.3215021,49.2618458,20.4485163,53.0764993,NA,NA,NA,NA,11.5306076,80.9646122
"12021",2021-03-02,1.2072205,NA,NA,5.3475668,NA,83.2537046,33.0834651,72.6982907,1.7008137,24.6978493,67.5877505,30.6787928,42.1448505,16.4467185,64.264936,39.5603328,40.7422235,37.8447641,11.4092935,20.5030444,91.6331423
"12031",2021-03-02,0.730878,63.7252882,15.658272,11.9252042,NA,68.2014293,23.1133162,70.700238,3.311569,45.4999608,63.1648463,30.2991991,41.5204316,19.2419068,58.8281347,29.0653566,31.601507,24.2388997,9.3604045,16.4472323,87.4679884
"12033",2021-03-02,1.8431997,NA,NA,8.2996539,NA,70.3075952,30.1332502,55.1688529,3.1912807,43.442659,71.9144897,31.225321,46.0188468,23.4386712,59.9343007,27.5525926,27.6208878,22.8133005,1.9037136,22.1577383,86.7687902
"12035",2021-03-02,0.6375517,NA,NA,5.2379537,NA,72.5865786,38.4744775,63.8529789,4.5672815,27.4068325,64.7114152,27.9910339,36.1889526,16.9427395,61.9326295,NA,NA,NA,NA,23.5178621,85.2438446
"12053",2021-03-02,2.3487026,NA,NA,8.5052372,NA,71.1229113,33.4991545,53.1311141,3.1191261,30.029763,75.1620761,35.8359642,39.3321314,18.7876867,59.3687744,14.9316128,23.2447396,20.0376929,5.4057151,20.696435,81.9613935
"12057",2021-03-02,1.0145328,69.0812657,15.4551618,10.2197811,NA,71.7494003,21.4839753,76.6106828,3.8192646,38.1387957,65.0676473,28.8150245,44.5714269,16.4681182,65.790141,28.2427863,32.7618779,26.8231612,8.1492597,23.4891351,88.9343071
"12061",2021-03-02,0.2395678,NA,NA,9.6553285,NA,NA,29.1676782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3933454,NA
"12069",2021-03-02,0.6193655,NA,NA,10.5821512,NA,72.8979622,29.3070656,67.3947221,5.7669078,41.3679596,68.6386661,44.768314,47.4248988,24.2024925,56.4452745,24.0034057,27.5331763,22.8480939,9.5653056,24.1207345,84.2074085
"12071",2021-03-02,0.650056,79.5606689,15.5253372,8.6679953,NA,73.0638768,27.6740748,62.0866663,2.3867323,30.9876879,66.3857377,34.364992,42.5643292,18.4086725,56.7324402,25.0762152,26.0323858,21.6183492,4.6424412,19.276041,81.2991861
"12073",2021-03-02,0.5416218,NA,NA,10.5573513,NA,84.2055806,30.797239,78.9934214,5.2198652,41.3016743,58.9792845,28.7013898,45.9125346,10.4842013,67.4687116,43.4651413,42.3285174,36.5573481,12.2045147,21.6127878,96.3593311
"12081",2021-03-02,1.135752,NA,NA,12.1541851,NA,72.2318496,25.9574582,71.2299588,4.3516296,34.9172994,70.1833945,33.4569539,44.3745346,17.6915458,56.734647,34.1158571,28.5944689,25.5926362,3.9594895,26.9234363,85.541254
"12083",2021-03-02,1.4151892,NA,NA,13.1037998,NA,68.0590325,28.2504394,61.972358,4.8083802,38.5890037,70.8069101,29.9673192,44.0400942,23.04258,61.6600806,24.0307911,23.4583181,21.3573213,5.8415617,21.8007329,81.260948
"12086",2021-03-02,0.6587843,52.9999871,15.2397475,19.375806,11.689414,81.6530709,21.314593,87.0144254,7.4743968,41.7387721,61.8182516,20.5325464,32.8551317,9.2686326,79.4519247,42.7132791,47.4520592,41.1135388,14.057491,44.3720453,96.4504723
"12091",2021-03-02,1.2850222,NA,NA,6.4831244,NA,61.8507839,24.9393315,37.3248884,7.2368879,47.0680119,71.2932581,40.8356429,45.339327,15.0602712,54.0351668,24.8044139,18.9912265,15.8421271,7.0501705,36.3150617,77.4877118
"12095",2021-03-02,0.8368227,41.9965107,11.935066,10.2779394,NA,74.3066612,18.6836909,78.8921927,4.2139246,39.789721,58.4857244,23.5697812,38.6243329,14.8009813,63.7355495,32.7528783,40.3832615,31.8681617,8.4436727,23.7316052,89.4986964
"12097",2021-03-02,0.5151612,NA,NA,16.2579888,NA,75.3821003,10.519496,78.0917373,4.2857763,35.6857811,56.1740082,21.3206668,27.9638176,11.2864556,78.527522,41.569234,33.415973,30.592286,9.4981448,26.323546,91.5458332
"12099",2021-03-02,0.3856967,45.0832973,9.3066864,10.2880077,NA,78.0027033,29.271429,79.2605905,2.3365571,33.7114704,65.0679267,24.1396269,34.71682,11.5330305,64.6439316,32.6752626,33.636018,30.0764391,9.2761671,29.1380813,92.4156156
"12101",2021-03-02,1.3967808,71.0512593,13.2710943,12.3752532,NA,68.7708305,24.3683591,72.5002092,1.9739818,29.986871,66.5484091,28.1947651,45.7603428,17.1764484,61.135147,30.0585658,26.9429838,22.7744465,6.3905482,19.9605097,87.9157013
"12103",2021-03-02,0.8602761,63.7668383,9.0288193,9.8371098,NA,74.1110933,29.2377788,72.470441,2.9381766,31.6869495,64.1619275,25.3233079,41.3008576,14.2119454,61.4566311,25.8293642,29.3500192,20.8655731,5.8954564,22.2153517,88.0785402
"12105",2021-03-02,1.1319204,62.4892122,13.7633657,9.3159545,NA,68.7523056,22.4118821,66.2216802,1.2780789,35.3003656,65.5500576,28.3897413,39.2689295,15.7486873,64.4579079,34.3111525,32.1534837,25.6985542,8.3502283,22.7557741,87.8282636
"12109",2021-03-02,0.1605946,NA,NA,5.0673194,NA,72.0704178,32.6966288,59.8227246,1.6534027,50.6127594,68.7701763,32.7843281,56.2525747,25.5352301,62.3911399,29.2573722,31.5577013,24.5404742,2.8292358,12.7626531,87.4251782
"12111",2021-03-02,0.6636979,NA,NA,8.442499,NA,73.801724,23.7530904,70.3898953,1.3980961,35.0345463,65.3041316,26.5834766,32.8478718,12.0028683,61.3867902,38.4743343,31.5466161,31.3455205,11.0356456,22.8784283,87.8792015
"12113",2021-03-02,1.0015131,NA,NA,6.2465413,NA,66.8163984,29.0742344,37.6935547,3.2881405,43.5684374,61.130949,31.898937,49.1300486,18.779953,56.922284,21.3810959,17.6454825,15.8617498,2.3524321,22.8856631,79.8889506
"12115",2021-03-02,1.123571,NA,NA,11.5989878,NA,79.4946601,33.5899291,65.7896154,2.1827363,31.0981362,66.644986,29.9195689,42.7193603,15.9283943,58.8373933,31.8616944,31.7199535,25.3480545,7.0219636,16.1069242,84.6624227
"12117",2021-03-02,1.5148727,NA,NA,8.1162424,NA,72.5610787,17.6487409,76.0647374,5.9413502,41.9620026,59.0917507,25.2590189,40.3696418,15.5887113,63.8022948,28.7549378,37.2900854,31.5464999,7.2741741,18.1670446,90.8111082
"12119",2021-03-02,0,NA,NA,6.1866803,NA,85.5410136,57.4170989,63.206975,4.156661,19.2331129,62.2889943,33.1918508,43.7096149,19.9674457,49.8380892,NA,NA,NA,NA,26.8207817,81.2653288
"12127",2021-03-02,1.0820081,NA,NA,8.939025,NA,72.3755358,24.8742959,64.2348863,3.4505883,45.3690684,66.9411278,33.7593158,43.8319492,15.8899691,61.1096992,35.9002388,29.9141655,21.6345709,4.9896255,18.2166092,87.3230296
